Pestisit,Urun,MRL_Limiti,Buhar_Basinci_Ref_25C,Sicaklik_C,Sicaklik_Sinifi,Ucuculuk_Gosterge_Index,Ucuculuk_Sinifi,1ml_Saf_Madde_ppm,Uygulanan_Ilac_Miktari_ml,Tahmini_Kalinti_ppm,Etiket
Deltamethrin,"Wheat bran, unprocessed",5.0,2e-06,28.0,1,-5.7597,Cok Dusuk (Kalici),500.0,50.83,6.2103,1
Dimethomorph,"Poultry, edible offal of",0.01,0.01,15.2,0,-1.9355,Orta,1200.0,1.51,0.0148,1
Acetochlor,Hyacinth bean (dry),0.15,22.0,20.9,0,1.3245,Yuksek,1120.0,51.52,0.2058,1
Cypermethrins (including alpha- and zeta- cypermethrin),"Olive oil, refined",0.5,0.01,25.4,1,-2.0039,Dusuk,1200.0,8.96,0.4297,0
Fenpyroximate,Tomatoes (subgroup),0.3,0.01,34.4,1,-2.064,Dusuk,1200.0,3.37,0.249,0
Hexythiazox,Citrus fruits (group),0.5,0.01,17.2,0,-1.9489,Orta,1200.0,45.27,0.5507,1
Indoxacarb,Poultry meat,0.01,0.01,28.3,1,-2.023,Dusuk,1200.0,0.09,0.0088,0
Methomyl,Bean (dry),0.05,0.01,21.0,0,-1.9739,Orta,1200.0,2.5,0.0415,0
Glufosinate-Ammonium,"Rice, hay and/or straw",2.0,0.01,22.2,0,-1.982,Orta,1200.0,105.09,1.4161,0
Broflanilide,Poultry fats,0.15,0.01,30.1,1,-2.0355,Dusuk,1200.0,1.38,0.1398,0
Azoxystrobin,Wheat,0.2,0.01,34.4,1,-2.0644,Dusuk,1200.0,4.19,0.1741,0
Quinoxyfen,Edible offal (mammalian),0.01,0.01,23.5,0,-1.9912,Orta,1200.0,0.78,0.0115,1
Flutianil,Cherries (subgroup),0.4,0.01,22.1,0,-1.9818,Orta,1200.0,23.59,0.3848,0
Fenpicoxamid,Meat (from mammals other than marine mammals),0.01,0.01,31.6,1,-2.0456,Dusuk,1200.0,0.15,0.0092,0
Etofenprox,Maize,0.05,0.01,28.0,1,-2.0213,Dusuk,1200.0,0.26,0.0258,0
Penthiopyrad,Eggs,0.03,0.01,18.2,0,-1.9551,Orta,1200.0,1.92,0.0293,0
Azoxystrobin,Bulb vegetables (group),10.0,0.01,31.0,1,-2.0414,Dusuk,1200.0,121.13,5.295,0
Teflubenzuron,Apple,0.5,0.01,22.8,0,-1.9865,Orta,1200.0,49.11,0.5317,1
Clofentezine,Grapes,2.0,0.01,16.2,0,-1.9421,Orta,1200.0,93.3,1.4338,0
Cyhalothrin (includes lambda-cyhalothrin),Tree nuts (group),0.01,0.01,19.3,0,-1.9629,Orta,1200.0,1.08,0.0132,1
Acetamiprid,Grapes,0.5,1e-06,31.1,1,-6.1259,Cok Dusuk (Kalici),1330.0,1.19,0.2907,0
Chlormequat,"Wheat bran, unprocessed",10.0,0.01,18.4,0,-1.9565,Orta,1200.0,456.33,5.8904,0
Chlorpyrifos-Methyl,"Spices, fruits and berries",0.3,0.01,19.1,0,-1.9612,Orta,1200.0,42.63,0.3143,1
Glufosinate-Ammonium,Rape seed,1.5,0.01,22.3,0,-1.9827,Orta,1200.0,60.23,0.8305,0
Cypermethrins (including alpha- and zeta- cypermethrin),Rye,2.0,0.01,31.7,1,-2.0462,Dusuk,1200.0,8.95,1.0724,0
Spirotetramat,"Flowerhead brassicas (includes Broccoli: Broccoli, Chinese and cauliflower)",1.0,0.01,24.8,0,-1.9999,Orta,1200.0,35.64,0.819,0
Fenamidone,"Fruiting vegetables, other than cucurbits (group)",1.5,0.01,28.7,1,-2.0258,Dusuk,1200.0,16.63,1.3858,0
Azoxystrobin,Guava,0.2,0.01,30.0,1,-2.0348,Dusuk,1200.0,4.26,0.1013,0
Fenpropimorph,Triticale,0.07,0.01,29.9,1,-2.0338,Dusuk,1200.0,2.05,0.0922,1
Abamectin,"Grape, dried (= Currants, Raisins and Sultanas)",0.1,2e-07,33.9,1,-6.9015,Cok Dusuk (Kalici),1160.0,0.17,0.0486,0
"2,4-D",Maize fodder (dry),40.0,0.01,21.1,0,-1.9745,Orta,1200.0,1629.51,34.7544,0
Flusilazole,"Grape, dried (= Currants, Raisins and Sultanas)",0.3,0.01,31.4,1,-2.0442,Dusuk,1200.0,5.15,0.3928,1
Indoxacarb,Soya bean (dry),0.5,0.01,23.1,0,-1.9882,Orta,1200.0,27.56,0.3137,0
Bitertanol,Edible offal (mammalian),0.05,0.01,33.9,1,-2.0607,Dusuk,1200.0,2.74,0.0685,1
Thiacloprid,"Poultry, edible offal of",0.02,0.01,17.8,0,-1.953,Orta,1200.0,1.52,0.0249,1
Amitraz,Peach,0.5,0.01,23.4,0,-1.9906,Orta,1200.0,72.93,0.6388,1
Fenpropimorph,Wheat wholemeal,0.1,0.01,26.5,1,-2.0111,Dusuk,1200.0,2.52,0.1183,1
Carbendazim,Carrot,0.2,0.01,23.8,0,-1.9931,Orta,1200.0,10.41,0.2498,1
Thiamethoxam,Poultry fats,0.01,0.01,29.0,1,-2.0277,Dusuk,1200.0,0.16,0.0094,0
Boscalid,Leafy vegetables (group),40.0,0.01,27.9,1,-2.0204,Dusuk,1200.0,245.8,24.252,0
Aldicarb,Maize fodder (dry),0.5,4.0,17.0,0,0.5862,Yuksek,1190.0,308.51,0.5417,1
Flumioxazin,Poultry fats,0.02,0.01,26.2,1,-2.0092,Dusuk,1200.0,0.11,0.0125,0
Sulfoxaflor,Cane berries (subgroup),1.5,0.01,20.2,0,-1.9688,Orta,1200.0,75.66,1.4987,0
Spirotetramat,Sugar beet,0.06,0.01,33.5,1,-2.058,Dusuk,1200.0,0.47,0.048,0
Permethrin,Asparagus,1.0,0.01,27.3,1,-2.0165,Dusuk,1200.0,28.54,0.9641,0
Natamycin,Acerola,1.0,0.01,29.3,1,-2.0295,Dusuk,1200.0,26.36,0.9444,0
Imidacloprid,Pear,1.0,4e-07,25.8,1,-6.419,Cok Dusuk (Kalici),1540.0,3.04,1.0042,1
Cypermethrins (including alpha- and zeta- cypermethrin),Strawberry,0.07,0.01,17.2,0,-1.9489,Orta,1200.0,3.71,0.0655,0
Fenazaquin,"Peppers chili, dried",3.0,0.01,25.9,1,-2.0073,Dusuk,1200.0,63.99,3.1035,1
Dodine,Cherries (subgroup),3.0,0.01,21.4,0,-1.9771,Orta,1200.0,211.87,4.0609,1
Fenvalerate,"Spices, roots and rhizomes",0.05,0.01,34.0,1,-2.0612,Dusuk,1200.0,0.45,0.0458,0
Flumioxazin,Peas (dry),0.07,0.01,15.4,0,-1.9365,Orta,1200.0,3.19,0.0673,0
Cycloxydim,Bean (dry),30.0,0.01,21.0,0,-1.9739,Orta,1200.0,866.98,19.594,0
Haloxyfop,Peas (dry),0.2,0.01,34.6,1,-2.0652,Dusuk,1200.0,2.59,0.098,0
Prothioconazole,Sunflower seeds (subgroup),0.5,0.01,19.6,0,-1.9645,Orta,1200.0,102.32,0.7428,1
Metrafenone,Strawberry,0.6,0.01,30.7,1,-2.0393,Dusuk,1200.0,20.31,0.7808,1
Endosulfan,Tomato,0.5,0.01,15.4,0,-1.9366,Orta,1200.0,59.82,0.6752,1
Spinosad,"Cotton seed oil, edible",0.01,0.01,27.0,1,-2.0143,Dusuk,1200.0,0.27,0.0126,1
Fluazifop-p-butyl,Tomato,0.4,0.01,25.7,1,-2.0056,Dusuk,1200.0,4.73,0.2215,0
Deltamethrin,Mushrooms,0.05,2e-06,19.2,0,-5.5912,Cok Dusuk (Kalici),500.0,0.79,0.07,1
Quintozene,Barley,0.01,0.01,28.5,1,-2.0244,Dusuk,1200.0,0.21,0.0115,1
Fenpyrazamine,Tomato,3.0,0.01,22.3,0,-1.9828,Orta,1200.0,453.51,4.3695,1
Profenofos,"Coriander, seed",0.1,0.01,19.5,0,-1.9643,Orta,1200.0,8.33,0.158,1
Isocycloseram,Peaches (including apricots and nectarine) (subgroup),0.3,0.01,33.5,1,-2.0577,Dusuk,1200.0,8.5,0.3141,1
Carbaryl,Rice hulls,50.0,0.01,21.4,0,-1.977,Orta,1200.0,4572.84,33.0932,0
Sulfoxaflor,"Wheat, hay and/or straw",3.0,0.01,19.3,0,-1.9628,Orta,1200.0,255.8,3.5364,1
Pyrethrins,Tree nuts (group),0.5,0.01,26.9,1,-2.0138,Dusuk,1200.0,3.08,0.3133,0
Cycloxydim,"Rice, hay and/or straw",0.09,0.01,20.3,0,-1.9696,Orta,1200.0,5.79,0.0987,1
Fenpropathrin,Edible offal (mammalian),0.01,0.01,27.9,1,-2.0206,Dusuk,1200.0,0.16,0.0141,1
Metrafenone,Wheat,0.06,0.01,16.5,0,-1.9442,Orta,1200.0,7.15,0.0707,1
Imazapyr,"Wheat bran, unprocessed",1.0,0.01,28.9,1,-2.0272,Dusuk,1200.0,41.28,1.2263,1
Propargite,Cotton seed,0.1,0.01,20.7,0,-1.9725,Orta,1200.0,3.44,0.0662,0
Imazamox,Bean (dry),0.05,0.01,33.7,1,-2.0591,Dusuk,1200.0,0.66,0.0511,1
Fluensulfone,Celeriac,4.0,0.01,29.1,1,-2.0288,Dusuk,1200.0,51.26,5.4662,1
Boscalid,Rye,0.5,0.01,31.1,1,-2.0417,Dusuk,1200.0,7.05,0.6885,1
Spinosad,Soya bean (dry),0.01,0.01,26.1,1,-2.0085,Dusuk,1200.0,0.13,0.0052,0
Indoxacarb,Cotton seed,1.0,0.01,28.9,1,-2.0271,Dusuk,1200.0,10.91,0.5192,0
Isoflucypram,"Barley, flour",0.02,0.01,16.5,0,-1.9436,Orta,1200.0,0.74,0.015,0
Quinoxyfen,Strawberry,1.0,0.01,28.4,1,-2.0238,Dusuk,1200.0,11.48,0.6751,0
Imidacloprid,Celery,6.0,4e-07,28.4,1,-6.4732,Cok Dusuk (Kalici),1540.0,12.98,4.4029,0
Acetochlor,Hyacinth bean (dry),0.15,22.0,24.9,0,1.3428,Yuksek,1120.0,27.94,0.1409,0
Trifloxystrobin,Almond hulls,3.0,0.01,29.5,1,-2.0311,Dusuk,1200.0,21.63,1.4343,0
Bitertanol,Tomato,3.0,0.01,26.1,1,-2.0083,Dusuk,1200.0,52.28,3.2952,1
Azocyclotin,Grapes,0.3,0.01,20.0,0,-1.9674,Orta,1200.0,17.43,0.3139,1
Prothioconazole,"Fruiting vegetables, cucurbits (group)",0.2,0.01,30.0,1,-2.0347,Dusuk,1200.0,5.41,0.1711,0
Tebuconazole,Sunflower seed,0.1,0.01,31.1,1,-2.0417,Dusuk,1200.0,5.18,0.1143,1
Acetochlor,"Oat straw and fodder, dry",0.3,22.0,19.6,0,1.3188,Yuksek,1120.0,325.36,0.3918,1
Propiconazole,Peaches (including apricots and nectarine) (subgroup),4.0,0.01,27.9,1,-2.0206,Dusuk,1200.0,45.6,2.2485,0
Aldicarb,Meat (from mammals other than marine mammals),0.01,4.0,21.8,0,0.5958,Yuksek,1190.0,1.67,0.0086,0
Penthiopyrad,"Wheat bran, unprocessed",0.2,0.01,22.4,0,-1.9833,Orta,1200.0,44.19,0.2924,1
Dichlorvos,Rice,7.0,0.01,25.8,1,-2.0064,Dusuk,1200.0,121.73,8.4144,1
"1,4-Dimethylnaphthalene",Potato,15.0,0.01,30.7,1,-2.0391,Dusuk,1200.0,367.65,14.1368,0
Carbaryl,Almond hulls,50.0,0.01,32.0,1,-2.0483,Dusuk,1200.0,464.99,41.173,0
Endosulfan,Milks,0.01,0.01,34.0,1,-2.0615,Dusuk,1200.0,0.09,0.0058,0
Tebuconazole,Elderberries,1.5,0.01,20.2,0,-1.9689,Orta,1200.0,88.31,1.8754,1
Novaluron,"Fruiting vegetables, other than cucurbits (group)",0.7,0.01,30.0,1,-2.0346,Dusuk,1200.0,10.07,0.9937,1
Propargite,Lipin (dry),0.3,0.01,16.2,0,-1.9416,Orta,1200.0,19.28,0.4517,1
Dichlobenil,"Fruiting vegetables, other than cucurbits (group)",0.01,0.01,30.7,1,-2.0392,Dusuk,1200.0,0.14,0.0134,1
Fluensulfone,Cucumber,0.7,0.01,25.3,1,-2.0033,Dusuk,1200.0,9.56,0.8242,1
Chlormequat,Wheat germ,20.0,0.01,26.8,1,-2.013,Dusuk,1200.0,105.07,8.6784,0
Boscalid,Pistachio nuts,1.0,0.01,25.3,1,-2.0032,Dusuk,1200.0,20.04,1.1878,1
Metrafenone,"Hops, dry",70.0,0.01,24.2,0,-1.9958,Orta,1200.0,3699.09,64.6085,0
Fenpropathrin,Milks,0.01,0.01,26.9,1,-2.014,Dusuk,1200.0,0.16,0.0135,1
Trinexapac-ethyl,Barley,3.0,0.01,24.1,0,-1.9947,Orta,1200.0,86.82,1.9095,0
Isopyrazam,"Rye straw and fodder, dry",15.0,0.01,28.6,1,-2.0249,Dusuk,1200.0,312.04,8.3301,0
Carbendazim,Rye,0.1,0.01,32.7,1,-2.0525,Dusuk,1200.0,1.28,0.109,1
Novaluron,Blueberries,7.0,0.01,31.8,1,-2.0465,Dusuk,1200.0,76.09,8.2321,1
Cyhexatin,"Peppers chili, dried",5.0,0.01,25.5,1,-2.0046,Dusuk,1200.0,100.55,6.4342,1
Deltamethrin,Plums (including fresh prunes) (subgroup),0.05,2e-06,19.4,0,-5.5955,Cok Dusuk (Kalici),500.0,0.71,0.0697,1
Tricyclazole,"Rice, hulls",15.0,0.01,24.7,0,-1.999,Orta,1200.0,3268.12,21.444,1
Abamectin,Cotton seed,0.01,2e-07,22.2,0,-6.6396,Cok Dusuk (Kalici),1160.0,0.04,0.0108,1
Flutriafol,Coffee beans,0.15,0.01,27.7,1,-2.019,Dusuk,1200.0,1.43,0.1402,0
Spinosad,Blackberries,1.0,0.01,31.6,1,-2.0453,Dusuk,1200.0,11.08,1.0341,1
Dinotefuran,Edible offal (mammalian),0.1,0.01,15.7,0,-1.9384,Orta,1200.0,8.37,0.0723,0
Cyhexatin,"Currants, black, red, white",0.1,0.01,21.8,0,-1.9794,Orta,1200.0,4.22,0.0685,0
Trifloxystrobin,Pome fruits (group),0.7,0.01,30.3,1,-2.0365,Dusuk,1200.0,19.18,0.7018,1
Omethoate,"Wheat bran, processed",0.15,0.01,21.1,0,-1.9748,Orta,1200.0,15.22,0.2165,1
Fenpyroximate,"Lemons and limes, edible oil refined",150.0,0.01,18.5,0,-1.9575,Orta,1200.0,9674.42,164.5152,1
Trifloxystrobin,Peas (dry),0.01,0.01,21.9,0,-1.9802,Orta,1200.0,0.32,0.0066,0
Thiamethoxam,"Rice, hay and/or straw",3.0,0.01,29.3,1,-2.0296,Dusuk,1200.0,51.93,3.427,1
Pyriproxyfen,"Goat, edible offal of",0.01,0.01,31.0,1,-2.0416,Dusuk,1200.0,0.22,0.0131,1
Flupyradifurone,Potato,0.05,0.01,33.0,1,-2.0548,Dusuk,1200.0,0.8,0.0406,0
Pyriproxyfen,Cucumber,0.04,0.01,25.2,1,-2.0026,Dusuk,1200.0,0.57,0.0199,0
Spinosad,Maize fodder (dry),5.0,0.01,29.7,1,-2.0324,Dusuk,1200.0,211.13,5.9786,1
Piperonyl Butoxide,Citrus fruits (group),5.0,0.01,20.4,0,-1.9703,Orta,1200.0,189.44,3.963,0
Kresoxim-Methyl,Turnip,0.05,0.01,30.4,1,-2.0371,Dusuk,1200.0,0.92,0.05,1
Trinexapac-ethyl,"Wheat, hay and/or straw",0.9,0.01,33.7,1,-2.0597,Dusuk,1200.0,17.56,0.5818,0
Novaluron,Common bean (pods and/or immature seeds),0.7,0.01,15.3,0,-1.9361,Orta,1200.0,28.59,0.4965,0
Fenpropimorph,Milks,0.01,0.01,24.0,0,-1.9946,Orta,1200.0,1.12,0.0153,1
Carbaryl,"Maize oil, crude",0.1,0.01,21.9,0,-1.98,Orta,1200.0,8.84,0.0662,0
Methoxyfenozide,"Lettuce, head",15.0,0.01,33.5,1,-2.0582,Dusuk,1200.0,339.31,17.9599,1
Benalaxyl,"Onion, bulb",0.02,0.01,22.6,0,-1.985,Orta,1200.0,1.19,0.0275,1
Tolclofos-Methyl,Edible offal (mammalian),0.01,0.01,19.4,0,-1.9631,Orta,1200.0,0.91,0.0093,0
Lufenuron,Tomato,0.4,0.01,23.5,0,-1.9912,Orta,1200.0,50.81,0.4414,1
Methoxyfenozide,Cotton seed,7.0,0.01,17.4,0,-1.9497,Orta,1200.0,198.01,4.3837,0
Myclobutanil,"Peppers chili, dried",20.0,0.01,19.0,0,-1.9608,Orta,1200.0,1306.5,28.035,1
Acetamiprid,Prunes,0.6,1e-06,25.4,1,-6.0109,Cok Dusuk (Kalici),1330.0,3.09,0.592,0
Pirimicarb,"Fruiting vegetables, other than cucurbits (group)",0.5,0.01,26.1,1,-2.0087,Dusuk,1200.0,7.03,0.3821,0
Fluazifop-p-butyl,Table olives,0.01,0.01,32.3,1,-2.0499,Dusuk,1200.0,0.34,0.0079,0
Bifenazate,"Poultry, edible offal of",0.01,0.01,18.9,0,-1.9601,Orta,1200.0,0.28,0.0061,0
Boscalid,"Poultry, edible offal of",0.02,0.01,24.1,0,-1.9951,Orta,1200.0,2.15,0.0201,1
Imazalil,Wheat,0.01,0.01,34.4,1,-2.0643,Dusuk,1200.0,0.14,0.0136,1
Hexythiazox,Meat (from mammals other than marine mammals),0.05,0.01,19.5,0,-1.9639,Orta,1200.0,1.61,0.0329,0
Cypermethrins (including alpha- and zeta- cypermethrin),Poultry fats,0.1,0.01,21.7,0,-1.9791,Orta,1200.0,9.53,0.1355,1
Dichlobenil,Poultry fats,0.02,0.01,34.2,1,-2.0627,Dusuk,1200.0,0.21,0.017,0
Acetamiprid,Edible offal (mammalian),1.0,1e-06,33.4,1,-6.1716,Cok Dusuk (Kalici),1330.0,5.95,0.9819,0
Trifloxystrobin,Milks,0.02,0.01,31.4,1,-2.0437,Dusuk,1200.0,0.22,0.0159,0
Tioxazafen,Maize fodder (dry),0.03,0.01,26.3,1,-2.0097,Dusuk,1200.0,0.52,0.0346,1
Isopyrazam,Edible offal (mammalian),0.02,0.01,28.3,1,-2.0231,Dusuk,1200.0,0.23,0.014,0
Novaluron,Eggs,0.1,0.01,26.8,1,-2.0128,Dusuk,1200.0,1.98,0.0612,0
Spirodiclofen,Almond hulls,15.0,0.01,23.4,0,-1.9905,Orta,1200.0,493.12,10.6609,0
Flupyradifurone,Milks,0.7,0.01,33.8,1,-2.0603,Dusuk,1200.0,3.7,0.3203,0
Propiconazole,"Poultry, edible offal of",0.01,0.01,31.7,1,-2.0462,Dusuk,1200.0,0.43,0.0107,1
Cyproconazole,Milks,0.01,0.01,32.0,1,-2.0481,Dusuk,1200.0,0.13,0.0122,1
Fenamiphos,Eggs,0.01,0.01,27.9,1,-2.0205,Dusuk,1200.0,0.34,0.0099,0
Methomyl,Pear,0.3,0.01,26.4,1,-2.0104,Dusuk,1200.0,3.91,0.3274,1
Quinclorac,Mammalian fats (except milk fats),0.05,0.01,27.7,1,-2.019,Dusuk,1200.0,0.37,0.0291,0
Metrafenone,Eggplant,0.6,0.01,27.1,1,-2.0153,Dusuk,1200.0,8.19,0.4843,0
Spiropidion,Poultry fats,0.01,0.01,32.3,1,-2.0501,Dusuk,1200.0,0.05,0.0052,0
Permethrin,Eggplant,1.0,0.01,27.3,1,-2.0167,Dusuk,1200.0,12.07,1.2568,1
Heptachlor,Citrus fruits (group),0.01,0.01,22.9,0,-1.9871,Orta,1200.0,0.61,0.0064,0
Quinoxyfen,"Hops, dry",1.0,0.01,16.1,0,-1.9411,Orta,1200.0,38.93,0.4646,0
Indoxacarb,"Tea, green, black (black, fermented and dried)",5.0,0.01,16.6,0,-1.9449,Orta,1200.0,391.4,7.0188,1
Sulfoxaflor,Elderberries,2.0,0.01,25.4,1,-2.0038,Dusuk,1200.0,22.31,0.9094,0
Isopyrazam,Rye,0.03,0.01,15.3,0,-1.9356,Orta,1200.0,1.62,0.0296,0
Penthiopyrad,Milks,0.04,0.01,28.2,1,-2.0224,Dusuk,1200.0,0.23,0.0264,0
Etoxazole,Meat (from mammals other than marine mammals),0.01,0.01,22.3,0,-1.9829,Orta,1200.0,1.82,0.0131,1
Fluazifop-p-butyl,"Lettuce, leaf",0.01,0.01,32.6,1,-2.052,Dusuk,1200.0,0.1,0.0097,0
Propamocarb,Meat (from mammals other than marine mammals),0.03,0.01,25.7,1,-2.0059,Dusuk,1200.0,0.54,0.0184,0
Spirotetramat,Meat (from mammals other than marine mammals),0.05,0.01,32.5,1,-2.0512,Dusuk,1200.0,1.48,0.0679,1
Imazamox,Soya bean (dry),0.01,0.01,25.3,1,-2.0027,Dusuk,1200.0,0.09,0.0068,0
Permethrin,Horseradish,0.5,0.01,22.2,0,-1.9824,Orta,1200.0,30.75,0.4947,0
Isocycloseram,Peppers chili,0.6,0.01,22.9,0,-1.9867,Orta,1200.0,34.66,0.3498,0
Dithiocarbamates,Mandarins (including mandarin-like hybrids) (subgroup),10.0,0.01,19.6,0,-1.9649,Orta,1200.0,616.32,7.3027,0
Trifloxystrobin,Corn salad,15.0,0.01,26.7,1,-2.0127,Dusuk,1200.0,235.11,11.3516,0
Methoxyfenozide,Maize fodder (dry),60.0,0.01,31.6,1,-2.0451,Dusuk,1200.0,1404.66,80.1947,1
Cyproconazole,Soya bean (dry),0.07,0.01,23.1,0,-1.9885,Orta,1200.0,10.92,0.0977,1
Captan,Cherries (subgroup),25.0,0.01,28.4,1,-2.0237,Dusuk,1200.0,219.15,22.7387,0
Piperonyl Butoxide,Wheat wholemeal,30.0,0.01,21.2,0,-1.9757,Orta,1200.0,2024.78,28.1719,0
Glufosinate-Ammonium,"Rice, hay and/or straw",2.0,0.01,30.9,1,-2.0404,Dusuk,1200.0,21.69,2.1349,1
Carbendazim,Chicken fat,0.05,0.01,18.4,0,-1.9568,Orta,1200.0,1.61,0.0371,0
Pirimiphos-Methyl,Meat (from mammals other than marine mammals),0.01,0.01,16.9,0,-1.9468,Orta,1200.0,1.43,0.0136,1
Ethephon,Triticale,0.5,0.01,32.0,1,-2.0478,Dusuk,1200.0,5.37,0.4311,0
Flutriafol,Coffee beans,0.15,0.01,17.9,0,-1.9534,Orta,1200.0,8.44,0.15,0
Fenitrothion,Meat (from mammals other than marine mammals),0.05,0.01,16.7,0,-1.9454,Orta,1200.0,1.22,0.0268,0
Pirimiphos-Methyl,"Spices, seeds",3.0,0.01,24.4,0,-1.9967,Orta,1200.0,182.54,2.2239,0
Permethrin,"Currants, black, red, white",2.0,0.01,33.9,1,-2.0606,Dusuk,1200.0,13.66,1.1254,0
Saflufenacil,Wheat,0.7,0.01,21.7,0,-1.9788,Orta,1200.0,95.02,0.6074,0
Deltamethrin,Apple,0.2,2e-06,32.2,1,-5.8394,Cok Dusuk (Kalici),500.0,1.01,0.1235,0
Sulfoxaflor,Wheat,0.2,0.01,23.9,0,-1.9939,Orta,1200.0,24.38,0.1995,0
Permethrin,Sweet corn (corn-on-the-cob),0.1,0.01,16.9,0,-1.9465,Orta,1200.0,5.97,0.0943,0
Propiconazole,Sweet corn (corn-on-the-cob),0.05,0.01,20.6,0,-1.9717,Orta,1200.0,3.44,0.0626,1
Piperonyl Butoxide,Wheat germ,90.0,0.01,32.4,1,-2.0509,Dusuk,1200.0,1443.21,112.5585,1
Flumioxazin,Lupin (dry),0.07,0.01,34.9,1,-2.0676,Dusuk,1200.0,0.87,0.07,0
Acetamiprid,Celery,1.5,1e-06,21.5,0,-5.9327,Cok Dusuk (Kalici),1330.0,6.17,1.8026,1
Dimethenamid-P,Maize fodder (dry),0.01,0.01,30.3,1,-2.0364,Dusuk,1200.0,0.18,0.0093,0
Valifenalate,"Onion, bulb",0.5,0.01,18.8,0,-1.9594,Orta,1200.0,79.21,0.5645,1
Fenpyrazamine,Grapes,3.0,0.01,34.8,1,-2.0665,Dusuk,1200.0,23.04,1.9835,0
Flubendiamide,Maize,0.02,0.01,18.9,0,-1.96,Orta,1200.0,0.6,0.0141,0
Acetochlor,Barley,0.04,22.0,25.8,1,1.3466,Yuksek,1120.0,17.19,0.0413,1
Ametoctradin,Poultry fats,0.03,0.01,22.4,0,-1.9835,Orta,1200.0,1.15,0.0294,0
Dithianon,"Currants, black, red, white",2.0,0.01,21.6,0,-1.9782,Orta,1200.0,53.94,1.2696,0
Chlorpropham,Milks,0.01,0.01,23.6,0,-1.9919,Orta,1200.0,0.55,0.0123,1
Fenbuconazole,Grapes,1.0,0.01,18.0,0,-1.9541,Orta,1200.0,63.14,1.3669,1
Dithiocarbamates,"Onion, bulb",0.5,0.01,34.0,1,-2.0614,Dusuk,1200.0,9.65,0.5335,1
Imazapyr,"Wheat bran, unprocessed",1.0,0.01,25.1,1,-2.0017,Dusuk,1200.0,52.88,1.3662,1
Prothioconazole,Cranberry,0.15,0.01,15.6,0,-1.938,Orta,1200.0,11.67,0.18,1
Imidacloprid,Sunflower seed,0.05,4e-07,23.6,0,-6.3709,Cok Dusuk (Kalici),1540.0,0.12,0.0448,0
Cypermethrins (including alpha- and zeta- cypermethrin),"Grape, dried (= Currants, Raisins and Sultanas)",0.5,0.01,26.8,1,-2.0131,Dusuk,1200.0,7.24,0.626,1
Haloxyfop,Peas (pods and succulent=immature seeds),0.7,0.01,32.3,1,-2.0503,Dusuk,1200.0,20.62,0.9826,1
Triadimenol,Straw and hay of cereal grains (excluding pseudocereals) (subgroup),5.0,0.01,33.2,1,-2.0562,Dusuk,1200.0,54.1,4.4239,0
Fenazaquin,Edible offal (mammalian),0.02,0.01,22.9,0,-1.987,Orta,1200.0,1.95,0.0173,0
Methoxyfenozide,Blueberries,4.0,0.01,24.9,0,-2.0006,Dusuk,1200.0,67.77,5.8148,1
Tioxazafen,Mammalian fats (except milk fats),0.03,0.01,20.4,0,-1.97,Orta,1200.0,1.69,0.033,1
Isocycloseram,"Orange, dried pulp",3.0,0.01,20.3,0,-1.9696,Orta,1200.0,153.39,3.3249,1
Clethodim,Cotton seed,0.5,0.01,26.4,1,-2.0102,Dusuk,1200.0,8.1,0.5289,1
Chlorpyrifos-Methyl,Milk fats,0.01,0.01,20.0,0,-1.9674,Orta,1200.0,0.68,0.0092,0
Dinocap,"Peppers chili, dried",2.0,0.01,26.5,1,-2.0113,Dusuk,1200.0,52.36,2.1959,1
Metrafenone,"Grape, dried (= Currants, Raisins and Sultanas)",20.0,0.01,29.7,1,-2.0324,Dusuk,1200.0,274.09,24.3011,1
Dimethomorph,Milks,0.01,0.01,16.2,0,-1.9418,Orta,1200.0,0.57,0.0081,0
Clothianidin,"Sweet corn, stover",0.05,0.01,27.4,1,-2.0174,Dusuk,1200.0,0.7,0.06,1
Clofentezine,Milks,0.05,0.01,19.1,0,-1.9613,Orta,1200.0,2.04,0.0312,0
Spirodiclofen,Cucumber,0.07,0.01,21.3,0,-1.9761,Orta,1200.0,2.91,0.0586,0
Methomyl,Apple,0.3,0.01,22.6,0,-1.9852,Orta,1200.0,12.52,0.174,0
Thiamethoxam,Brassica vegetables (except Brassica leafy vegetables) (group),5.0,0.01,15.1,0,-1.9344,Orta,1200.0,515.15,5.0045,1
Penthiopyrad,"Rape seed oil, crude",1.0,0.01,23.5,0,-1.9912,Orta,1200.0,73.47,0.715,0
Methomyl,Soya bean meal,20.0,0.01,15.7,0,-1.9388,Orta,1200.0,1574.43,13.8695,0
Dithiocarbamates,Cumin seed,10.0,0.01,15.9,0,-1.9399,Orta,1200.0,1612.94,10.9644,1
Quinclorac,Rhubarb,0.5,0.01,22.3,0,-1.9829,Orta,1200.0,78.43,0.4905,0
Imazapic,Peanut,0.05,0.01,30.7,1,-2.0391,Dusuk,1200.0,0.74,0.052,1
Trinexapac-ethyl,"Wheat bran, unprocessed",5.0,0.01,18.2,0,-1.9556,Orta,1200.0,663.03,4.5462,0
Fluensulfone,"Radish, Japanese",4.0,0.01,27.1,1,-2.0153,Dusuk,1200.0,41.75,1.8642,0
